,Project.Name,Latitude,Longitude,nearest_hospital,nearest_mall,nearest_mrt,nearest_busstop
1404,PALM GALLERIA,1.3127858,103.9119742,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83121
1405,CALLIDORA VILLE,1.309706,103.9097114,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92139
1406,MERIDIAN 38,1.3104592,103.9108308,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92201
1407,THE SEAFRONT ON MEYER,1.2968612,103.888339,Parkway East Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91089
1408,KATONG REGENCY,1.3142169,103.8948344,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82231
1409,SEVENTY SAINT PATRICK'S,1.3078215,103.9152934,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92071
1410,MEIER SUITES,1.2987971,103.8882282,Parkway East Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91059
1411,PARC SEABREEZE,1.3040656,103.9060474,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92189
1412,HAIG 162,1.3063558,103.8987894,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92169
1413,AXIS @ SIGLAP,1.3116962,103.9239858,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93129
1414,EAST PALM,1.3135623,103.9313102,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93091
1415,MARINE VILLE,1.3046033,103.906598,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92189
1416,HAIG COURT,1.3062078,103.8983142,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92169
1417,VILLA MARINA,1.311063,103.927089,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93201
1418,LAGUNA PARK,1.3090129,103.9311249,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93159
1419,QUESTA @ DUNMAN,1.3098261,103.8966328,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,82121
1420,CASUARINA COVE,1.297519,103.8746003,Raffles Hospital,Leisure Park Kallang,STADIUM MRT STATION,90031
1421,EIS RESIDENCES,1.3078029,103.8994263,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,82139
1422,STRAITS RESIDENCES,1.3138256,103.9043952,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,82179
1423,ARTHUR MANSIONS,1.2988975,103.8872215,Parkway East Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91089
1424,THE BELVEDERE,1.297393,103.887516,Parkway East Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91089
1425,IMPERIAL HEIGHTS,1.3114173,103.8952722,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82089
1426,THE SOUND,1.310187,103.914713,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92141
1427,38 I SUITES,1.3118175,103.8961585,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82089
1428,SILVERSEA,1.299964,103.902752,Parkway East Hospital,Parkway Parade,DAKOTA MRT STATION,92249
1429,THE COTZ,1.3133564,103.9108517,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83129
1430,FULCRUM,1.2987401,103.8848751,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91081
1431,HAWAII TOWER,1.296446,103.8899978,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,91111
1432,VERSILIA ON HAIG,1.3122158,103.8960387,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82099
1433,CAMELOT BY-THE-WATER,1.2974287,103.875765,Raffles Hospital,Leisure Park Kallang,STADIUM MRT STATION,90039
1434,SUITES @ EASTCOAST,1.3145087,103.9323956,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93099
1435,ST PATRICK'S RESIDENCES,1.3081732,103.9146762,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92149
1436,STRAITS MANSIONS,1.305384,103.907124,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92051
1437,THE CRISTALLO,1.3127277,103.9115954,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83121
1438,THE ATRIA AT MEYER,1.2966378,103.889175,Parkway East Hospital,Katong Shopping Centre,MOUNTBATTEN MRT STATION,91111
1439,ESPIRA SUITES,1.3174957,103.9125899,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83059
1440,11 AMBER ROAD,1.299146,103.899208,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92261
1441,LEVILLE ISUITES,1.3059952,103.9029769,Parkway East Hospital,Roxy Square,EUNOS MRT STATION,92111
1442,HERITAGE RESIDENCES,1.3124599,103.9130323,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92209
1443,HERITAGE EAST,1.3092393,103.9125761,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92309
1444,LE CONNEY PARK,1.3121296,103.9118641,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92201
1445,POSHGROVE EAST,1.3089953,103.9095724,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92139
1446,THE ARISTO @ AMBER,1.30033,103.9008115,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92249
1447,CHELSEA LODGE,1.3050717,103.8960824,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92169
1448,ONE MEYER,1.2981727,103.8862567,Parkway East Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91089
1449,HAIG LODGE,1.3081316,103.8985297,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,82139
1450,VIBES @ EAST COAST,1.3094781,103.9117599,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92131
1451,SIGLAP CENTRE,1.3124678,103.9232359,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93061
1452,THE VANDERLINT,1.3080579,103.9008884,Parkway East Hospital,Katong Shopping Centre,EUNOS MRT STATION,82131
1453,THE AMARELLE,1.3133137,103.8924192,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81131
1454,THE LINE @ TANJONG RHU,1.2983426,103.8847976,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91089
1455,D' FRESCO,1.3124275,103.9036791,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,82171
1456,WATER PLACE,1.2967588,103.8724397,Raffles Hospital,Kallang Wave Mall,STADIUM MRT STATION,90029
1457,DUNMAN PLACE,1.3099695,103.8957605,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,82121
1458,ROYALE MANSIONS,1.31232,103.906382,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83311
1459,THE HACIENDA,1.313703,103.9268364,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93071
1460,TANJONG RIA CONDOMINIUM,1.29687,103.87579,Raffles Hospital,Leisure Park Kallang,STADIUM MRT STATION,90039
1461,LEGENDA AT JOO CHIAT,1.3055539,103.9052416,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92181
1462,MOUNTBATTEN LODGE,1.301037758,103.8888407,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,91059
1463,THE DOMAIN,1.312225879,103.9246724,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93079
1464,LA VIDA @ 130,1.3137274,103.9149755,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83191
1465,VERSAILLES,1.311995549,103.8908209,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81141
1466,PEACH GARDEN,1.298362,103.886761,Parkway East Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91089
1467,THE SEAWIND,1.3111833,103.9139269,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92141
1468,AMBER POINT,1.2988384,103.898488,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92261
1469,MOUNTBATTEN SUITES,1.3030897,103.9001228,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92091
1470,GRAND DUCHESS AT ST PATRICK'S,1.3085513,103.9157827,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92151
1471,THE SOVEREIGN,1.2964595,103.8934218,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,91111
1472,SPRING @ KATONG,1.3055411,103.9029237,Parkway East Hospital,Roxy Square,EUNOS MRT STATION,92111
1473,AURALIS,1.3100056,103.9161119,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92151
1474,ST PATRICK'S GREEN,1.30860128,103.9138513,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92149
1475,EAST GROVE,1.3087258,103.9129801,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92309
1476,D' MARINE,1.3049431,103.9059636,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92189
1477,LOTUS AT JOO CHIAT,1.3140791,103.9023735,Parkway East Hospital,City Plaza,EUNOS MRT STATION,82171
1478,D'ECOSIA,1.306175,103.9100422,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92279
1479,THE AZZURO,1.3170971,103.9136877,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83201
1480,FERNWOOD TOWERS,1.3094741,103.9252364,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93029
1481,HAIG ELEVEN,1.3085774,103.899514,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,82139
1482,MAYA,1.309194,103.90782,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83301
1483,SERAYA 9,1.3071884,103.8996396,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,82139
1484,GARDEN PARK RESIDENCES,1.3105597,103.9100915,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92201
1485,MEYERHOUSE,1.2981938,103.8938342,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,91069
1486,MELROSE VILLE,1.310596,103.893264,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,82081
1487,THE ESPIRA,1.3123602,103.9146449,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92151
1488,THE MEDLEY,1.3171629,103.9111106,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83049
1489,PALAZZETTO,1.2992443,103.8838282,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91081
1490,THE RED HOUSE,1.3051859,103.9034616,Parkway East Hospital,Roxy Square,EUNOS MRT STATION,92111
1491,CHAPEL COURT,1.305489,103.907426,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92051
1492,SYCAMORE TREE,1.307578,103.903483,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92179
1493,THE SERENNO,1.310274,103.8975939,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82121
1494,PALM OASIS,1.3161602,103.9085853,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83131
1495,NYON,1.299735254,103.8985618,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,82051
1496,COSTA ESTE,1.3125624,103.9094781,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83121
1497,CRESCENDO BUILDING,1.3131379,103.9266981,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93071
1498,THE GLACIER,1.3142235,103.9072249,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83169
1499,H RESIDENCES,1.31572,103.90886,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83131
1500,SUITES@ KATONG,1.3077832,103.8955031,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,82079
1501,RIVEREDGE,1.3010215,103.8818746,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,90061
1502,GRAY MANSIONS,1.3126895,103.89342,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82091
1503,THE ESTA,1.3021857,103.8998682,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92091
1504,EAST SIGNATURE,1.3121513,103.9317402,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93099
1505,THE SERENNIA,1.3113838,103.9065107,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83311
1506,NEPTUNE COURT,1.3062221,103.9218996,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,93019
1507,PARADISE PALMS,1.309965,103.895271,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,82081
1508,ONE K GREENLANE,1.3114313,103.8934549,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,82089
1509,CHIKU MANSIONS,1.313937,103.905968,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,82181
1510,CRESCENDO PARK,1.3133691,103.9259565,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93071
1511,THE SUNNIFLORA,1.3169125,103.9097047,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83131
1512,HAIG TEN,1.3099548,103.8976943,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,82121
1513,MEYER PARK,1.2969494,103.8915811,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,91111
1514,JOO CHIAT APARTMENT,1.3055539,103.9052416,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92181
1515,EAST MEWS,1.3032052,103.8992938,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92091
1516,BELLA CASITA,1.311678,103.8944394,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82089
1517,EVERITT EDGE,1.313721,103.9017929,Parkway East Hospital,City Plaza,EUNOS MRT STATION,82151
1518,EAST ELEGANCE,1.3151077,103.9055156,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83291
1519,SUNNY PALMS,1.3176417,103.9108352,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83049
1520,PARK COURT,1.315603,103.900081,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,82049
1521,MARTIA RESIDENCE,1.3074577,103.910843,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92139
1522,OCEAN PARK,1.315981036,103.9198821,Parkway East Hospital,Bedok Mall,KEMBANGAN MRT STATION,83219
1523,TESSA LODGE,1.3028286,103.8983315,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92099
1524,EAST GALLERIA,1.3057168,103.9072428,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92051
1525,D' CASTILIA,1.3128525,103.903388,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,82171
1526,EMERY POINT,1.3116493,103.8957234,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82089
1527,ONE FORT,1.3002839,103.8851513,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91081
1528,KING'S MANSION,1.3006745,103.8983498,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,82051
1529,SUNSHINE REGENCY,1.3114672,103.9054254,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83311
1530,SUITES @ GUILLEMARD,1.3125657,103.8918166,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81141
1531,ELLIOT AT THE EAST COAST,1.311235,103.9307748,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93031
1532,JC RESIDENCE,1.3126535,103.9005914,Parkway East Hospital,City Plaza,EUNOS MRT STATION,82151
1533,KURAU COURT,1.312095,103.9112044,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83121
1534,AMBER SKYE,1.2995828,103.8980682,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,82051
1535,MARINE MANSION,1.3050898,103.9071296,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92051
1536,THE AMERY,1.3120786,103.9083369,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83319
1537,MIAPLACE,1.29918,103.8878393,Parkway East Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91059
1538,THE GERANIUM,1.3129184,103.9046567,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,82179
1539,OPAL EAST,1.3110968,103.9136329,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92141
1540,CUBIK,1.3132163,103.9119895,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83129
1541,RITZ REGENCY,1.311436,103.894824,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,82089
1542,BELLEZZA @ KATONG,1.3068623,103.9021193,Parkway East Hospital,Roxy Square,EUNOS MRT STATION,92171
1543,CHNG MANSIONS,1.2987153,103.8876125,Parkway East Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91059
1544,SONG LANG GREEN,1.310622,103.90368,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,82141
1545,ASPEN LOFT,1.3146602,103.9046533,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,82179
1546,7 ON CHAPEL,1.3066117,103.9076472,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92121
1547,EQUATORIAL APARTMENTS,1.2981895,103.8877216,Parkway East Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91089
1548,THE MINT RESIDENCES,1.3149177,103.9048869,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83291
1549,CEYLON POINT,1.308553,103.900944,Parkway East Hospital,Katong Shopping Centre,EUNOS MRT STATION,82131
1550,ARTHUR 118,1.2989318,103.8876462,Parkway East Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91059
1551,BLU CORAL,1.3130577,103.9143043,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92209
1552,PARK EAST,1.3176676,103.9248199,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,83279
1553,MEYER RESIDENCE,1.2986957,103.8863247,Parkway East Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91089
1554,THE VESTA,1.3133248,103.913606,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83129
1555,PRESIDIO,1.31234374,103.9008028,Parkway East Hospital,City Plaza,EUNOS MRT STATION,82151
1556,BUTTERWORTH 8,1.3122169,103.8951159,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82091
1557,LIVINGSTON MANSIONS,1.3127725,103.9151089,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92151
1559,CELESTIA,1.314777,103.90437,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,82179
1560,DAWN VILLE,1.3125613,103.8945811,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82091
1561,STUDIOS@TEMBELING,1.3081375,103.9047809,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92179
1562,DUNMAN VIEW,1.3100845,103.8971309,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,82121
1563,MALVERN SPRINGS,1.3058848,103.9037689,Parkway East Hospital,Katong Square,EUNOS MRT STATION,92111
1564,IDYLLIC RESIDENCES,1.3108377,103.9125253,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92209
1565,ST PATRICK'S LOFT,1.3083953,103.9135182,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92309
1566,RICCHEZZA,1.311228,103.915304,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92151
1567,VILLA MARTIA,1.3065096,103.9113359,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92069
1568,EAST VIEW,1.303832,103.903509,Parkway East Hospital,Roxy Square,DAKOTA MRT STATION,92119
1569,THE ODEON KATONG,1.3046976,103.901881,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92119
1570,WORTHINGTON,1.319963458,103.8956563,Parkway East Hospital,Singpost Centre,PAYA LEBAR MRT STATION,82032
1571,EURO-ASIA LODGE,1.3143426,103.9019165,Parkway East Hospital,City Plaza,EUNOS MRT STATION,82171
1572,IVORY,1.311339,103.900467,Parkway East Hospital,Katong Shopping Centre,EUNOS MRT STATION,82149
1573,THE EASTSIDE,1.3055161,103.9056444,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92181
1574,AURA 83,1.3106033,103.9063745,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83309
1575,THE LUSH,1.3091077,103.9050239,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92179
1576,TIERRA VUE,1.3079044,103.9138516,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92301
1577,CRYSTAL RHU,1.2989391,103.8838377,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91081
1578,38 AMBER,1.3007272,103.9009145,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92249
1579,SUITES @ AMBER,1.3002503,103.9001722,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92241
1580,MODA,1.304158,103.902982,Parkway East Hospital,Roxy Square,DAKOTA MRT STATION,92119
1581,SEA AVENUE RESIDENCES,1.30613,103.9068417,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92129
1582,MABELLE,1.310642,103.909485,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83309
1583,BERKELEY RESIDENCES,1.314268849,103.9067377,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83169
1584,EASTCOVE RESIDENCES,1.3143978,103.908823,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83151
1585,SANDY EIGHT,1.312097,103.893197,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,82091
1586,BUTTERWORTH VIEW,1.3125366,103.8951771,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82099
1587,GOLD PALM MANSIONS,1.3140685,103.915106,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83191
1588,UNITED MANSION,1.3111783,103.9213562,Parkway East Hospital,Bedok Mall,KEMBANGAN MRT STATION,93069
1589,SIGNATURE RESIDENCE,1.3110543,103.8923682,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,82081
1590,JOO CHIAT VERBENA,1.3145774,103.9071053,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83169
1591,JUPITER 18,1.3156433,103.900621,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,82049
1592,ROXY SQUARE,1.303884,103.9043973,Parkway East Hospital,Roxy Square,EUNOS MRT STATION,92041
1593,VERTIS,1.3013564,103.9000029,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92241
1594,NATURALIS,1.31012444,103.9084219,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83309
1595,THE ASTERIA,1.3073967,103.9110911,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92139
1596,SEAVIEW POINT,1.2995964,103.8998661,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92261
1597,THE AMBRA,1.3168013,103.9126156,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83059
1598,ONE EIGHTIES RESIDENCES,1.314924,103.905212,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,83291
1599,THE SILVER FIR,1.3125247,103.8948849,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82099
1600,COASTARINA,1.3097002,103.9183626,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,93051
1601,GIDEON'S LODGE,1.312896,103.903578,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,82171
1602,ESTIQUE,1.3101057,103.8936093,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,82081
1603,CASA FELIZ,1.312071409,103.9049298,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,82179
1604,CHUNG CHIN FLATS,1.308348,103.910494,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92139
1605,KATONG VILLE,1.3131181,103.8936853,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82099
1606,THE ELEGANCE @ CHANGI,1.3162613,103.9036906,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,82069
